customer_id,location_number,location_type,latitude,longitude
P8K43OP,0,NA,-0.444616554,0.089432574
IHVLOYG,0,Home,-0.120732115,-78.57664075
IHVLOYG,1,Home,-1.269978453,0.088583217
1CWKZMW,0,Home,-0.684431133,0.739482203
Z7UDW2C,0,NA,-0.401025745,0.041888899
J40Y4O3,0,NA,0.253613462,-78.62088159
BWXS6P5,0,NA,0.035807342,0.62929648
476VE6Z,0,Other,-0.778926637,0.231924928
9C9M88T,0,Work,0.066265568,-0.009583959
6QBK6AC,0,NA,0.61189539,0.541608819
L1NOLK9,0,NA,12.62239928,-1.454158902
QYP289E,0,NA,0.157598432,0.452312594
OVXWFT1,0,Home,0.594898077,-78.66121523
OVXWFT1,1,Home,-0.382430577,-78.54571275
OVXWFT1,2,Home,0.594834777,0.510696555
OVXWFT1,3,NA,-0.390748973,0.643169291
52ZNRWH,0,Home,-1.264831154,-78.44142905
YM39DF1,0,NA,-1.500936538,0.041014091
KXMA33E,0,Other,-2.181744777,-0.622753355
2HCXH0Y,0,Home,0.644336538,0.563725455
M1Z6RLM,0,NA,-1.254059423,-78.44270207
M1Z6RLM,1,NA,-1.253109395,-0.04143909
M1Z6RLM,2,Home,0.276716231,0.300767605
M1Z6RLM,3,Other,0.134257295,0.049059995
6YA9PQX,0,Home,-0.615344796,0.748608674
6YA9PQX,1,Home,-0.504101142,0.662350896
H148LZ3,0,NA,-0.246294845,0.779378378
6CZCAST,0,Home,0.584489507,0.478448321
6CZCAST,1,Home,-0.434852274,0.734251052
KYB6NMT,0,NA,-0.51595772,0.172724308
40J25PH,0,Home,0.028694038,-78.5943002
40J25PH,1,NA,-0.038004127,-0.003930763
VE588ND,0,Home,-0.125071538,-78.57612791
VE588ND,1,Work,-0.123343997,0.606028436
0II5U7A,0,Home,-0.095320217,-0.004317283
F4S32I3,0,Work,-0.500893299,0.670940822
F4S32I3,1,Home,-0.284776545,0.731079681
DTBH6KG,0,Other,-0.447109038,-78.53806893
ED5IA8H,0,NA,-0.129027604,0.003188124
026DLQY,0,Home,-1.069270962,-78.4645407
026DLQY,1,Home,-0.687128654,-78.50970298
026DLQY,2,Home,0.038563654,-78.59546661
30Q7VES,0,Home,-0.555567684,-0.150454972
JHUJILJ,0,NA,1.629750885,0.583359659
WGBP82V,0,NA,0.721681988,0.092616289
Y6ZNCOS,0,NA,-0.291984813,0.046657436
Y6ZNCOS,1,NA,0.100043713,0.872091259
6LGNE1B,0,Home,-0.214823545,0.269789033
6LGNE1B,1,NA,-0.593688698,0.221500888
EGR2GT8,0,NA,-0.863635638,-78.48884306
EGR2GT8,1,Other,-0.866721466,0.103570665
QZNR6PF,0,Home,-0.007882885,-78.58997748
QZNR6PF,1,Home,-0.269428654,-78.55906752
QZNR6PF,2,Home,0.137773269,-78.60719139
QZNR6PF,3,NA,-0.239492707,0.858828825
QZNR6PF,4,NA,-0.239789038,0.661815818
QZNR6PF,5,NA,-0.435217282,0.645123799
H1B92X6,0,Work,-1.159211511,-0.141391323
MNS1CJH,0,NA,-0.277090391,0.140485984
MNS1CJH,1,NA,0.010186521,0.526299653
3KB6E1L,0,Home,-0.552956154,-78.52555973
U7L8BJO,0,Home,-0.556749355,0.088142523
71JC99K,0,Work,1.936883269,-78.81981348
V6EL9F1,0,Home,0.550379231,-78.65595391
V6EL9F1,1,Home,-0.126985,-78.57590177
V6EL9F1,2,NA,0.545309131,0.530497915
K4XGW38,0,NA,-1.118159345,-0.116627498
PK5TN1O,0,Home,-0.713254247,0.216148742
1VS4OLL,0,Home,-0.253698846,-78.5609265
1VS4OLL,1,Home,-0.497748846,-78.53208423
J5IPYQ5,0,Other,0.194856063,0.540792726
Q0Q3ASU,0,NA,19.77568492,3.017372021
FBB3FRQ,0,Home,-0.36701,-78.54753518
FBB3FRQ,1,Home,-0.066562117,0.42700839
JXBQHP2,0,NA,-0.140507803,0.17478397
ENS6KUT,0,Other,0.046808269,-78.59644098
ENS6KUT,1,NA,-0.129115962,-78.57564993
ENS6KUT,2,NA,0.012534328,0.00015635
7NGHPI3,0,NA,-0.551012885,-78.52578939
7NGHPI3,1,Home,-0.729410577,-78.50470602
HWNBIXC,0,Work,-0.396382885,-78.54406384
73HQF80,0,Home,0.007011538,-78.59173773
73HQF80,1,Other,0.008151457,0.511559649
RAJ2HU0,0,Home,0.135535962,-78.60692698
RAJ2HU0,1,NA,-0.117393731,0.869429624
IQGHR51,0,NA,-0.207532687,0.172235872
55REIO4,0,NA,-0.052718109,-78.58467877
7VI98XM,0,NA,-0.609112914,0.076058867
QS0BCLI,0,NA,0.146010565,0.186235936
R5P9F07,0,Work,-0.159284876,0.658406829
LE9EO0W,0,NA,-0.626200086,0.083106526
98YI522,0,NA,-0.150410393,0.141707456
98YI522,1,NA,0.345647237,0.261109191
V8I75C0,0,NA,0.642451511,0.562687019
QXOLJ6H,0,Home,-1.031304678,-0.091190933
HS9W3F0,0,NA,126.3299335,-9.235937618
MFUK5NH,0,Home,-1.334213077,-78.43322936
MFUK5NH,1,NA,-1.360757943,0.063567798
0LEP566,0,Work,-0.302716846,0.663048395
ZPMUJTE,0,Other,126.3721322,-9.325537911
M03KV2W,0,NA,3.01088372,-78.9467408
M03KV2W,1,NA,3.003354485,0.627363522
N3AGAIS,0,Home,19.63029462,3.051279405
OJFHOEB,0,Home,0.558876093,0.532489748
87TCFRU,0,NA,0.069960963,-0.009623234
JJ9W271,0,NA,-0.672404038,-78.51144316
C9JPX95,0,NA,0.494461538,-78.64934545
C9JPX95,1,Home,-0.051081403,0.440506302
XOSPSA9,0,NA,-1.877527096,-0.145792585
B2W1CSC,0,NA,-0.493656438,0.731378916
MH3ZDGH,0,Home,0.029083033,-0.056945173
WBT9QIJ,0,Home,2.298744231,-78.86257886
WBT9QIJ,1,NA,2.241479236,0.681208258
E7SRN2L,0,Home,-0.725827658,0.221898133
9NDRGOY,0,Home,-0.149909615,-78.5731925
9NDRGOY,1,Home,0.019467885,-78.59320984
9NDRGOY,2,NA,-0.247456292,0.470887463
REH27I9,0,Other,-0.051314103,0.439806818
REH27I9,1,NA,-0.45822139,0.17565041
AXA3XYI,0,NA,0.793838483,0.52147551
574RWOT,0,Work,-0.831403714,0.113986978
R2WG24G,0,NA,126.630068,-9.343571161
UOXLYXB,0,Other,-0.160157885,-78.57198134
UOXLYXB,1,NA,-0.176384058,0.757103922
UOXLYXB,2,Home,-0.489377637,0.736728891
UOXLYXB,3,Home,1.515720621,0.393374099
UOXLYXB,4,Home,0.39749375,0.534096782
UOXLYXB,5,Work,-0.590823599,0.790973486
REHZITA,0,Work,0.057327115,-78.59768411
REHZITA,1,NA,-0.061999021,-0.007985571
3QCIJ3W,0,NA,-0.910578085,-78.48329532
9BW9MCP,0,Home,0.062732692,-78.59832295
9BW9MCP,1,Home,0.062434615,-0.015435
B8Y5V1N,0,Work,-1.765985192,-78.38220175
R8X3QJY,0,NA,0.296286538,-78.62592477
R8X3QJY,1,NA,0.291054793,0.418496949
NDWNDZ7,0,Home,-0.055564038,-78.58434243
HPLX3RZ,0,Work,1.087164868,0.769000038
HPLX3RZ,1,Work,1.1368575,0.732593659
ZDOKYGS,0,Work,-1.356692308,-78.43057273
ZDOKYGS,1,NA,-1.371309454,0.09276781
2YK2PQB,0,Home,-0.110286181,0.43536972
UIXCKU6,0,Work,-0.682351538,-78.51026755
UIXCKU6,1,NA,-0.682156606,0.090147322
TDARQJV,0,Home,-0.064246538,-78.58331632
AWBGUMT,0,NA,-0.375854305,-78.54648995
AO3M5ET,0,NA,-0.34190324,0.050410479
N3C5Z7D,0,Other,2.108990385,-78.84015341
DXYCEN0,0,Work,-0.576886538,0.767657273
CHCLDT8,0,NA,-0.163122885,-78.57163093
YAS5TAD,0,NA,-0.815917725,0.168788283
QUMKJAB,0,Home,-0.088914445,-0.007650438
OAC6OZO,0,NA,-0.254927115,0.629593091
0LTXBRG,0,Work,-1.047299261,-0.070105764
O59HJ82,0,Home,-0.117376171,-0.001874155
IX6CANF,0,Home,0.592341731,-78.66091311
IX6CANF,1,Work,0.591174177,0.558897637
QIE4RPL,0,Home,-1.712645577,-78.38850552
QIE4RPL,1,Home,-1.717581777,-0.110416186
YSELJ7M,0,Home,-0.023280875,0.65314528
6PWKEPD,0,NA,-1.014238462,-78.47104455
0M94LCK,0,Other,-0.859342091,-0.100034133
V20V03R,0,NA,0.659490962,-78.66884893
V20V03R,1,Other,0.659526838,0.550570381
W81HMSB,0,Home,-0.031461923,-78.58719086
W81HMSB,1,Home,0.666808018,0.525631387
W81HMSB,2,Other,-0.042808676,0.803676858
T3T43MY,0,Home,0.729035385,-78.67706782
T3T43MY,1,Home,-0.234988846,-78.56313768
T3T43MY,2,NA,0.728778982,0.521617979
T3T43MY,3,NA,-0.237294969,0.129002245
T3T43MY,4,Home,-0.97506032,0.110935966
HTZ307U,0,Work,-0.188327755,0.607191079
88VQCRS,0,Home,0.047052692,0.579984364
CCXMOTE,0,Home,-0.054343654,-78.58448666
CCXMOTE,1,Home,-0.054648119,0.525609494
9PWS2Z4,0,Home,0.245077115,-78.61987275
4MGBRK0,0,NA,-1.170954292,-0.200808349
QQU072B,0,NA,0.124192115,-78.60558634
QQU072B,1,NA,0.125674261,0.601698724
QQU072B,2,Home,-0.085588539,0.446467525
QQU072B,3,Work,0.218283052,0.568073169
EHM46SC,0,NA,-0.751551923,0.229490455
EHM46SC,1,Work,-0.577195234,0.247829544
EHM46SC,2,Work,-0.422764422,0.169044198
EHM46SC,3,Work,-0.480544012,0.07233721
EHM46SC,4,NA,0.213538462,0.549097045
2ZW994Q,0,Home,0.637545958,0.417920883
1UMBP8X,0,NA,13.25164555,-1.393248374
VR0V2GV,0,Work,-0.116707885,-78.57711634
VR0V2GV,1,Home,-0.119559597,-0.001825141
9JV7OTT,0,Home,1.970643348,0.694513846
ZPNWAZ5,0,NA,-0.2307025,-78.56364425
ZPNWAZ5,1,NA,-0.233521827,0.097792879
ZPNWAZ5,2,Home,-0.836349967,0.087957258
06E9VIK,0,Other,0.738272115,-78.67815943
06E9VIK,1,NA,0.736056123,0.403219882
7SWBH6M,0,NA,-0.153243065,0.435166642
AS7JDA3,0,NA,0.210522474,0.586919534
600TL1F,0,NA,-1.240521321,-0.050739313
600TL1F,1,NA,-0.36970947,0.021957471
I8VFL8F,0,NA,0.212503476,-78.61602314
I8VFL8F,1,Work,0.115325325,0.584135686
YAREPK0,0,NA,-0.346994748,0.641242978
AQCDBG4,0,Home,-1.397147885,-78.42579161
AQCDBG4,1,Home,-1.187768077,-78.4505365
B0OB1EK,0,Work,-0.304433269,-78.55493061
B0OB1EK,1,Other,-0.30557346,0.691973304
B0OB1EK,2,Work,-0.20874247,0.855534605
K5LO5A5,0,Home,0.052364109,-0.005058144
AKT0X0A,0,Other,0.033193462,-78.59483195
AKT0X0A,1,Other,-0.127995,-78.57578241
AKT0X0A,2,NA,-0.131503896,-0.040103883
MN4P3SC,0,Other,-1.005935,-78.47202586
BMXL8IA,0,NA,0.420788462,-78.64063864
BMXL8IA,1,Home,0.420166944,0.555037286
T2RB3GI,0,Work,2.122534615,-78.84175409
T2RB3GI,1,Home,2.102807596,0.699464058
SG0NSI8,0,Home,-0.063195464,-0.008541015
R446P7K,0,NA,1.824718928,0.767205456
SNBTNMQ,0,Other,-1.448907725,-0.045455108
ESZOSKQ,0,Home,0.946708968,0.433036503
CPB9LJ1,0,NA,1.098846154,0.398699091
HNQQJEU,0,Work,-0.282732676,0.379088288
BLWLWQU,0,Other,126.491712,-9.342316162
7IS3OSQ,0,NA,0.404631806,0.587692522
4HG38LJ,0,Home,-0.9877475,-78.4741753
4HG38LJ,1,NA,-0.993365885,0.092292327
4HG38LJ,2,NA,-0.194398455,0.081664074
JQ9FAT9,0,Home,-0.588324093,0.248231946
WKIDS1B,0,Home,0.212175192,-78.61598434
WKIDS1B,1,NA,0.223604792,0.506960317
R4V2WZT,0,Home,0.011253959,0.578934392
P2HBX5G,0,Work,2.400502176,0.693013874
WA2XCTU,0,Home,-0.897007115,-78.48489916
WA2XCTU,1,NA,-0.894334597,0.078838611
AGVXEIG,0,NA,126.4541398,-9.237766397
LZQC3SR,0,Home,-0.912346154,-78.48308636
LZQC3SR,1,Home,0.014884615,-78.59266818
LZQC3SR,2,Other,-0.217557115,-78.5651978
12HDE9O,0,Home,1.041821334,0.394691202
Q7OHKQI,0,Work,-0.101367413,0.079014912
ITO6LKK,0,NA,-0.074751494,0.522682481
L3AJX0Q,0,NA,0.020243371,0.447858756
L3AJX0Q,1,NA,-0.193228601,0.085237051
NJXLW9R,0,NA,-1.713078219,-0.105109874
MMWULV6,0,NA,-0.286496154,0.105740909
MMWULV6,1,NA,0.01568174,0.430632421
PIIBNWB,0,NA,-0.087257146,0.847608322
PIIBNWB,1,NA,-0.628985261,0.162639354
PIIBNWB,2,NA,0.27730936,0.857992136
CLPLR1U,0,Home,0.11251773,0.848848241
CLPLR1U,1,Other,-0.105003509,0.87113115
CLPLR1U,2,NA,-0.572232872,0.83788776
NDFWVZ3,0,NA,-0.565486536,0.151324547
P5BGZDT,0,NA,-15.61225493,-3.315896888
ZGELQ5P,0,NA,-0.023694488,-0.061114027
OK4NKVY,0,Home,0.049935703,0.829213981
OK4NKVY,1,Home,-0.002115635,0.474313566
PECXO4Y,0,Home,0.020088028,0.000734251
ICMI277,0,Home,1.227731346,-78.73600461
ICMI277,1,Work,1.223785322,0.40594924
IQY3JQB,0,NA,0.064965571,-78.59858684
IQY3JQB,1,NA,0.079449515,-5.28E-05
BS11M4N,0,Home,-0.837375541,-0.110116157
HLE99MR,0,Other,1.048682062,0.488123894
Q3HM1SX,0,NA,-0.05834685,-0.008223344
4LY6F2J,0,Home,-0.100257308,-78.5790605
4LY6F2J,1,Home,-0.505306346,-78.53119107
4LY6F2J,2,Work,-0.576130037,-0.139395602
4LY6F2J,3,Work,-0.100297931,0.619077765
C6BBT6E,0,NA,0.61625715,0.541557765
RMSTU86,0,NA,-0.076881731,-78.58182307
YFVL2V2,0,NA,-0.431768571,-78.5398819
BI34G9T,0,Home,1.024972115,-78.71204216
CD57JJJ,0,NA,0.161884038,-78.61004084
CD57JJJ,1,NA,0.599771538,-78.66179118
CD57JJJ,2,NA,-0.428860508,0.737219628
YNTK7IN,0,NA,126.77809,-9.451474159
5Q4OUTE,0,NA,-1.657345962,-78.39504093
4EYX8UP,0,Home,-0.063885577,-78.58335898
4EYX8UP,1,NA,-0.034595849,-0.007393822
35LY35U,0,NA,0.314184902,0.557893898
GEECTFW,0,Other,-0.891915192,-78.48550093
GEECTFW,1,NA,-0.897995954,-0.138827542
XQAORZE,0,Other,125.7473629,-9.120738265
QTOPW3P,0,Home,-0.730607064,0.798140775
6K5APO9,0,NA,-0.222931421,0.855996105
RR3GR55,0,Home,0.264095769,-78.62212041
RR3GR55,1,Home,-0.160017692,-78.57199791
RR3GR55,2,NA,0.022382843,-78.59355434
RR3GR55,3,NA,0.0259963,0.447072408
RR3GR55,4,Home,-0.155546383,0.635139307
IDGJ3RF,0,Home,13.02554196,-1.456084454
R161PMJ,0,NA,-0.725007132,-0.154726931
2SC58HP,0,Work,3.202163077,-78.96934655
QTDUZQC,0,NA,1.052258377,-78.7152669
QTDUZQC,1,Home,1.073988294,0.415935134
M52P8U5,0,Home,-0.721035769,-78.50569577
M52P8U5,1,Home,-0.679273886,0.739433163
6U1D3FI,0,NA,0.457772875,0.010807274
JYZK7M3,0,Home,0.046104423,-78.5963578
JYZK7M3,1,NA,0.048818546,0.573361655
SPM2OY7,0,Home,-1.425743269,-78.42241216
HAGVACJ,0,NA,-0.217990394,-78.56514659
QG54Z0P,0,NA,-0.146655577,-78.57357707
QG54Z0P,1,Other,0.561375,-78.65725341
QG54Z0P,2,Home,0.190275,-78.61339614
QG54Z0P,3,Home,-0.147787255,0.433146415
QG54Z0P,4,NA,0.185832692,0.542473864
TSZECKS,0,Home,-0.418004423,-78.54150857
TSZECKS,1,Home,-0.415999176,0.134966882
JFE065C,0,Work,-0.274884423,-78.55842275
JFE065C,1,NA,-0.276235814,0.742487891
TFMN43B,0,Other,0.04539749,0.001649664
W5602YA,0,NA,-0.136834087,-78.57473779
W5602YA,1,NA,-0.134606784,0.00096094
ZOLK9R7,0,Other,-0.725819666,0.795491432
ZOLK9R7,1,NA,-0.659762279,0.756763891
PVW7M0C,0,NA,0.082923826,-78.60070918
80E8OC8,0,NA,-0.456881045,0.068116632
M3V1TPR,0,Work,-0.478094615,-78.534407
M3V1TPR,1,Other,0.037559038,-78.59534789
M3V1TPR,2,NA,-0.777636918,0.785962296
M3V1TPR,3,NA,0.037892729,0.632030697
M3V1TPR,4,Home,0.142045529,0.518061767
0SURXT9,0,Home,-0.123973077,0.598568864
0SURXT9,1,Other,0.01712674,0.350227909
0SURXT9,2,Other,-0.103071662,0.564328321
0SURXT9,3,Other,-0.101956305,0.500652074
22DU4I5,0,NA,0.6662324,0.426566224
OY42WXG,0,Other,-1.058069203,0.099337698
OY42WXG,1,Other,-1.669000172,-0.017376716
FTZPHUW,0,Work,-0.520730714,0.156423876
DU93H32,0,Work,125.6034146,-9.116475609
A9NJZKA,0,NA,-0.356092308,0.022196591
AUVVJPV,0,NA,0.251278846,-78.62060568
AUVVJPV,1,Work,0.217599741,0.316521361
AUVVJPV,2,Work,0.287253512,0.484273648
B9KXLR0,0,Home,14.00498447,-1.47047542
B9KXLR0,1,NA,13.80457423,-1.436256681
XFQVCSZ,0,Home,0.043333462,0.488079682
3TW7Z4H,0,Other,0.422225577,-78.64080848
3TW7Z4H,1,Home,0.419519888,0.493384908
80YRK4Q,0,Home,0.805645261,0.517162982
SLNMC3W,0,NA,-0.336307163,0.629538031
RK4B37Q,0,NA,1.050134105,0.398200577
QG0R3NL,0,Other,-0.803977692,-78.49589355
304Z441,0,Home,0.218042692,-78.61667777
KCKLW82,0,NA,-0.623876923,-78.51717818
KCKLW82,1,NA,0.146067308,-78.60817159
KCKLW82,2,NA,-0.620924595,0.753719183
KCKLW82,3,NA,0.147159665,0.464439265
KCKLW82,4,NA,-1.844586223,0.026731366
IQMKCF2,0,Other,0.307814231,-78.62728714
IQMKCF2,1,Home,0.172515471,0.278813775
19ZWEMW,0,Home,-0.780215577,-78.4987018
19ZWEMW,1,NA,-0.96903,-78.47638736
19ZWEMW,2,Home,-0.967489004,0.089550625
9WGTVKM,0,Home,-0.070521154,-78.58257477
9WGTVKM,1,Work,0.02916068,0.000873161
9WGTVKM,2,Other,-0.070461824,0.16046387
TPBM9IW,0,Home,2.222143995,0.718405254
NRLOICK,0,Home,-0.122896832,0.093789857
EAM7NGA,0,NA,-0.626273793,0.754995309
ABA2DPM,0,Home,-1.659519231,-78.39478409
ABA2DPM,1,Home,-1.052003462,-78.46658141
ABA2DPM,2,Home,-96.41057692,43.55831818
ABA2DPM,3,Home,-1.661599748,-0.059257816
SO7ZFXY,0,NA,-0.24246346,-78.56225432
HGV3XLM,0,NA,12.48544343,-1.497097868
14R1IAU,0,Home,-0.364745,-78.54780286
14R1IAU,1,Home,-0.589395769,-78.52125323
14R1IAU,2,Home,0.043842308,-78.59609045
14R1IAU,3,NA,-0.648095951,0.733753853
14R1IAU,4,Home,-0.361342984,0.692316581
4ZRLIZW,0,Home,-0.970977949,-0.061217
XLWT4Y1,0,Other,-0.718698077,-78.50597205
XLWT4Y1,1,Home,-0.719632926,0.722129835
YW3J3MM,0,NA,1.023488462,-78.71186682
YW3J3MM,1,NA,0.649768462,-78.66769991
YW3J3MM,2,Home,0.421284615,-78.64069727
YW3J3MM,3,NA,-0.502269808,0.698246682
YW3J3MM,4,Other,1.013115385,0.506744091
B3EZDVI,0,NA,0.315549615,-78.62820132
B3EZDVI,1,NA,-0.270425192,-78.55894975
B3EZDVI,2,NA,-0.973486346,-78.4758607
B3EZDVI,3,NA,-0.267706648,0.142668518
BU1A9QV,0,NA,0.046851084,0.515194394
GUYZG2W,0,NA,2.266156356,0.691721084
TM4I908,0,NA,126.2834235,-9.484248452
QNXWTU8,0,Work,-0.021972885,-78.5883123
01DDBP3,0,Home,-0.7019175,-78.5079552
UJMJ4EN,0,NA,0.457535962,-78.64498152
CHSG78U,0,Home,-0.360925769,-78.54825423
CHSG78U,1,NA,-0.362967795,0.15957732
JBZUTGZ,0,NA,-0.126540122,0.000327609
N45NR1Q,0,Home,-0.3167929,0.628802709
2WR7RK3,0,Home,0.25921467,0.552379564
456MXLM,0,NA,0.532396154,-78.65382864
456MXLM,1,NA,0.538153702,0.516082495
91OOARV,0,Home,-0.496094615,-78.53227973
91OOARV,1,NA,-0.313203654,-78.55389411
91OOARV,2,NA,-0.496894229,0.090270454
91OOARV,3,NA,-0.31514455,0.151278066
N19D4TM,0,NA,-0.007769669,-78.58999086
N19D4TM,1,NA,-0.007523433,-0.066327871
34KJ1BD,0,Home,0.097598462,-78.60244345
34KJ1BD,1,NA,0.106487251,0.582475592
BQ6IUCT,0,NA,-0.322324423,-78.5528162
BQ6IUCT,1,Work,-96.40753846,-67.19729091
GZDWQHX,0,Work,-0.366886886,0.840303272
F7OTL5X,0,NA,1.858518273,0.702257137
8TULULU,0,Home,-0.046304615,-78.58543673
8TULULU,1,Work,0.063546025,-0.007182894
HSP827F,0,NA,0.97163587,0.425733579
6DS9BY0,0,Home,-0.660001923,-78.51290886
6DS9BY0,1,Home,-0.107727308,-78.57817768
6DS9BY0,2,NA,-0.657297521,0.756237593
6DS9BY0,3,NA,-0.003567308,0.486540455
6DS9BY0,4,NA,-0.009044231,0.462262045
63B5U0V,0,NA,0.051983126,-78.59705255
RLD3OE5,0,Home,-0.235862927,0.523192253
THGR5TI,0,NA,0.084668434,0.830888871
3QSQ2KI,0,Other,-1.479194615,-78.41609518
3QSQ2KI,1,NA,-1.482762645,-0.033489369
IC006OU,0,Home,-0.274088462,0.160842955
NUAOD57,0,Home,0.605026154,-78.66241218
NUAOD57,1,NA,0.60393693,0.558832788
Z00YGF8,0,NA,-0.062242889,0.866827424
MBRIFZX,0,Other,-96.40753846,-67.19729091
YM6KW6K,0,NA,0.046692175,-78.59642726
YM6KW6K,1,NA,0.052476991,-0.004951093
BR67N7G,0,Home,1.216642115,-78.73469407
ZCI74H3,0,NA,-0.067661126,0.144489486
TB6NZ1H,0,Home,0.238359038,-78.6190788
C709LVY,0,NA,-0.629156573,0.064283817
MKU67BI,0,Home,-0.003337885,-78.59051461
MKU67BI,1,Work,-0.083502335,0.449178479
86JPLHQ,0,Other,-0.312291154,-78.55400195
86JPLHQ,1,Other,-0.313194886,0.094389327
411H6HF,0,NA,-0.27519978,-0.020607337
Q9MPPNJ,0,NA,0.069027346,-0.009742104
NZH50BZ,0,Work,2.105522619,0.723032827
P87RUKH,0,NA,20.94054582,2.882331288
B0IMDSR,0,NA,0.43154,-78.64190927
B0IMDSR,1,NA,-0.126463462,-78.57596341
B0IMDSR,2,NA,0.432153681,0.929309178
B0IMDSR,3,Home,-0.240365586,0.856251926
8MKSJ7G,0,Home,125.2250711,-9.118216836
2KBR118,0,NA,0.29236079,0.906419724
8YWW7NO,0,Home,0.655353752,0.521329947
ACSLCXB,0,NA,-1.111574047,0.115190925
JXN9DDP,0,NA,0.157159615,0.233995227
JXN9DDP,1,NA,-1.031501923,0.1546
JXN9DDP,2,NA,-0.673185338,0.214634906
JXN9DDP,3,NA,-0.776418531,0.184935945
518C5JS,0,NA,-0.242097453,0.09596473
FI5SNDG,0,NA,-1.620879231,-78.39935064
FI5SNDG,1,NA,0.098135192,-78.60250689
FI5SNDG,2,NA,-1.622409681,-0.089941956
PZX6NEZ,0,NA,-0.155863891,0.859070353
TNFHH5K,0,Other,-0.462977692,-78.53619355
TNFHH5K,1,NA,-0.375908998,0.69133579
ORRUEU9,0,NA,-0.149475,-0.001858409
KFVDJ7M,0,NA,-0.032200192,-78.58710361
YI6A8ME,0,NA,-2.258780798,-0.681281137
4U83RPA,0,Other,-0.020154968,0.48726548
L80LX9I,0,Home,0.304020075,0.544295816
5SV5FW3,0,Home,-0.701324423,-78.5080253
5SV5FW3,1,NA,-0.577939477,0.789961562
FHT4RCC,0,NA,0.190840385,-78.61346295
